timestamp,value,mode
2022-05-31T00:28:53,0.03837705832611113,dpc
2022-05-31T00:29:53,0.038376923670711084,dpc
2022-05-31T00:30:53,0.038377327639746106,dpc
2022-05-31T00:31:53,0.038376923670711084,dpc
2022-05-31T00:32:53,0.03289473684210526,dpc
2022-05-31T00:33:53,0.01644713758403391,dpc
2022-05-31T00:34:53,0.016448003256266032,dpc
2022-05-31T00:35:53,0.010964835334488882,dpc
2022-05-31T00:36:53,0.010965143125820191,dpc
2022-05-31T00:37:53,0.016447253001733324,dpc
2022-05-31T00:38:53,0.02741256925511496,dpc
2022-05-31T00:39:53,0.016447310711190485,dpc
2022-05-31T00:40:53,0.016447253001733324,dpc
2022-05-31T00:41:53,0.01644765697643818,dpc
2022-05-31T00:42:53,0.027411703613257267,dpc
2022-05-31T00:43:53,0.01644679134065471,dpc
2022-05-31T00:44:53,0.021928901239246068,dpc
2022-05-31T00:45:53,0.021929824561403508,dpc
2022-05-31T00:46:53,0.032894621422380976,dpc
2022-05-31T00:47:53,0.02741160743420337,dpc
2022-05-31T00:48:53,0.03289473684210526,dpc
2022-05-31T00:49:53,0.04385841800931903,dpc
2022-05-31T00:50:53,0.07127142967417772,dpc
2022-05-31T00:51:53,0.06578855033613563,dpc
2022-05-31T00:52:53,0.06578947368421052,dpc
2022-05-31T00:53:53,0.04934262465920694,dpc
2022-05-31T00:54:53,0.04934141275210172,dpc
2022-05-31T00:55:53,0.03837840493208557,dpc
2022-05-31T00:56:53,0.043858418009319035,dpc
2022-05-31T00:57:53,0.07127017932892876,dpc
2022-05-31T00:58:53,0.07675654053447113,dpc
2022-05-31T00:59:53,0.0712726800632989,dpc
2022-05-31T01:00:53,0.06578762701397856,dpc
2022-05-31T01:01:53,0.05482629276012224,dpc
2022-05-31T01:02:53,0.03837517323649633,dpc
2022-05-31T01:03:53,0.04934193213357147,dpc
2022-05-31T01:04:53,0.043860264705469554,dpc
2022-05-31T01:05:53,0.04934227839395927,dpc
2022-05-31T01:06:53,0.04385857189472539,dpc
2022-05-31T01:07:53,0.03837719298245614,dpc
2022-05-31T01:08:53,0.021929978455989166,dpc
2022-05-31T01:09:53,0.021930055404091972,dpc
2022-05-31T01:10:53,0.016446733634842167,dpc
2022-05-31T01:11:53,0.02192967066897776,dpc
2022-05-31T01:12:53,0.01644736842105263,dpc
2022-05-31T01:13:53,0.016447887828036675,dpc
2022-05-31T01:14:53,0.010965181600951604,dpc
2022-05-31T01:15:53,0.005482379194677969,dpc
2022-05-31T01:16:53,0.0054824946139972915,dpc
2022-05-31T01:17:53,0.027411703613257263,dpc
2022-05-31T01:18:53,0.0274120883362222,dpc
2022-05-31T01:19:53,0.027412761627396972,dpc
2022-05-31T01:20:53,0.027412665440918468,dpc
2022-05-31T01:21:53,0.021930055404091972,dpc
2022-05-31T01:22:53,0.016447541553068983,dpc
2022-05-31T01:23:53,0.021929901508426344,dpc
2022-05-31T01:24:53,0.02741199215446855,dpc
2022-05-31T01:25:53,0.027412569255114975,dpc
2022-05-31T01:26:53,0.02741218451865081,dpc
2022-05-31T01:27:53,0.016447022167954357,dpc
2022-05-31T01:28:53,0.016446964460522025,dpc
2022-05-31T01:29:53,0.016447253001733324,dpc
2022-05-31T01:30:53,0.016447541553068983,dpc
2022-05-31T01:31:53,0.016447310711190488,dpc
2022-05-31T01:32:53,0.016446964460522025,dpc
2022-05-31T01:33:53,0.010964450619623034,dpc
2022-05-31T01:34:53,0.016446849046872207,dpc
2022-05-31T01:35:53,0.021930363201903207,dpc
2022-05-31T01:36:53,0.021929747614920652,dpc
2022-05-31T01:37:53,0.016447599264551083,dpc
2022-05-31T01:38:53,0.016447310711190485,dpc
2022-05-31T01:39:53,0.01644783011452953,dpc
2022-05-31T01:40:53,0.005482686990329417,dpc
2022-05-31T01:41:53,0.010964950754213172,dpc
2022-05-31T01:42:53,0.01096479686178742,dpc
2022-05-31T01:43:53,0.016447426131319758,dpc
2022-05-31T01:44:53,0.016447887828036675,dpc
2022-05-31T01:45:53,0.01644713758403391,dpc
2022-05-31T01:46:53,0.01644783011452953,dpc
2022-05-31T01:47:53,0.01644713758403391,dpc
2022-05-31T01:48:53,0.00548239843089371,dpc
2022-05-31T01:49:53,0.010964873807460323,dpc
2022-05-31T01:50:53,0.01644736842105263,dpc
2022-05-31T01:51:53,0.027413146380061124,dpc
2022-05-31T01:52:53,0.03289496768398375,dpc
2022-05-31T01:53:53,0.03837719298245614,dpc
2022-05-31T01:54:53,0.04385934133795552,dpc
2022-05-31T01:55:53,0.038376385058560177,dpc
2022-05-31T01:56:53,0.021929439834388872,dpc
2022-05-31T01:57:53,0.016447310711190485,dpc
2022-05-31T01:58:53,0.021930055404091972,dpc
2022-05-31T01:59:53,0.021930286251640386,dpc
2022-05-31T02:00:53,0.021929593723574843,dpc
2022-05-31T02:01:53,0.027412184518650812,dpc
2022-05-31T02:02:53,0.021929439834388872,dpc
2022-05-31T02:03:53,0.01644713758403391,dpc
2022-05-31T02:04:53,0.021929978455989166,dpc
2022-05-31T02:05:53,0.03289531395287637,dpc
2022-05-31T02:06:53,0.03289554480285481,dpc
2022-05-31T02:07:53,0.03289381350698927,dpc
2022-05-31T02:08:53,0.02741256925511496,dpc
2022-05-31T02:09:53,0.03289577565607335,dpc
2022-05-31T02:10:53,0.03289496768398375,dpc
2022-05-31T02:11:53,0.03289566022905906,dpc
2022-05-31T02:12:53,0.032894621422380976,dpc
2022-05-31T02:13:53,0.021930594055931785,dpc
2022-05-31T02:14:53,0.01644794554194884,dpc
2022-05-31T02:15:53,0.010965143125820193,dpc
2022-05-31T02:16:53,0.021929978455989166,dpc
2022-05-31T02:17:53,0.043857802478492136,dpc
2022-05-31T02:18:53,0.06030807558027334,dpc
2022-05-31T02:19:53,0.0712726800632989,dpc
2022-05-31T02:20:53,0.08223511083977181,dpc
2022-05-31T02:21:53,0.06578716536261886,dpc
2022-05-31T02:22:53,0.043860880305412075,dpc
2022-05-31T02:23:53,0.02741333876044338,dpc
2022-05-31T02:24:53,0.016447483841991874,dpc
2022-05-31T02:25:53,0.01096479686178742,dpc
2022-05-31T02:26:53,0.00548239843089371,dpc
2022-05-31T02:27:53,0.01096483533448888,dpc
2022-05-31T02:28:53,0.021929209004659517,dpc
2022-05-31T02:29:53,0.02741353114352585,dpc
2022-05-31T02:30:53,0.027412184518650812,dpc
2022-05-31T02:31:53,0.03289589108389768,dpc
2022-05-31T02:32:53,0.03289381350698927,dpc
2022-05-31T02:33:53,0.021929439834388872,dpc
2022-05-31T02:34:53,0.027412376885532937,dpc
2022-05-31T02:35:53,0.02741179979298609,dpc
2022-05-31T02:36:53,0.03837625040788472,dpc
2022-05-31T02:37:53,0.04385826412499254,dpc
2022-05-31T02:38:53,0.06030638273983081,dpc
2022-05-31T02:39:53,0.05482475377106586,dpc
2022-05-31T02:40:53,0.04933968155950234,dpc
2022-05-31T02:41:53,0.0548241766724444,dpc
2022-05-31T02:42:53,0.027412184518650812,dpc
2022-05-31T02:43:53,0.027411318901091195,dpc
2022-05-31T02:44:53,0.021930209301917573,dpc
2022-05-31T02:45:53,0.010965027702045986,dpc
2022-05-31T02:46:53,0.010964681445302906,dpc
2022-05-31T02:47:53,0.021929824561403508,dpc
2022-05-31T02:48:53,0.04934193213357146,dpc
2022-05-31T02:49:53,0.06578831950316662,dpc
2022-05-31T02:50:53,0.0822351108397718,dpc
2022-05-31T02:51:53,0.0932017543859649,dpc
2022-05-31T02:52:53,0.07675196221873695,dpc
2022-05-31T02:53:53,0.054824946139972894,dpc
2022-05-31T02:54:53,0.049340374021964145,dpc
2022-05-31T02:55:53,0.04934366348411003,dpc
2022-05-31T02:56:53,0.03837773161728586,dpc
2022-05-31T02:57:53,0.043859495229841304,dpc
2022-05-31T02:58:53,0.03837786627835576,dpc
2022-05-31T02:59:53,0.027412280701754384,dpc
2022-05-31T03:00:53,0.021929747614920645,dpc
2022-05-31T03:01:53,0.021930055404091972,dpc
2022-05-31T03:02:53,0.01644759926455108,dpc
2022-05-31T03:03:53,0.01096483533448888,dpc
2022-05-31T03:04:53,0.01644771468873029,dpc
2022-05-31T03:05:53,0.016446445111853367,dpc
2022-05-31T03:06:53,0.02192959372357484,dpc
2022-05-31T03:07:53,0.021929901508426344,dpc
2022-05-31T03:08:53,0.021929978455989166,dpc
2022-05-31T03:09:53,0.021930671008354708,dpc
2022-05-31T03:10:53,0.016447022167954357,dpc
2022-05-31T03:11:53,0.010964604502329759,dpc
