timestamp,value
2022-04-03T11:55:56,76.8415156402698
2022-04-03T12:25:56,76.9463932433399
2022-04-03T12:55:56,76.8446937494538
2022-04-03T13:25:56,77.0631887558497
2022-04-03T13:55:56,76.8069537028945
2022-04-03T14:25:56,76.8137071849103
2022-04-03T14:55:56,76.7831178840149
2022-04-03T15:25:56,76.8601870317255
2022-04-03T15:55:56,76.8383375310859
2022-04-03T16:25:56,77.0353803004902
2022-04-03T16:55:56,77.0786820381214
2022-04-03T17:25:56,76.9583111527797
2022-04-03T17:55:56,77.1060932298329
2022-04-03T18:25:56,77.1863404867274
2022-04-03T18:55:56,77.2447382429823
2022-04-03T19:25:56,77.1434360127442
2022-04-03T19:55:56,77.2665877436219
2022-04-03T20:25:56,77.4080136023073
2022-04-03T20:55:56,77.3031359992373
2022-04-03T21:25:56,77.3925203200356
2022-04-03T21:55:56,77.3277663454128
2022-04-03T22:25:56,77.2665877436219
2022-04-03T22:55:56,77.3496158460524
2022-04-03T23:25:56,77.4819046408339
2022-04-03T23:55:56,77.3218073906929
2022-04-04T00:25:56,77.2602315252541
2022-04-04T00:55:56,77.3309444545967
2022-04-04T01:25:56,77.3464377368684
2022-04-04T01:55:56,77.3523966915883
2022-04-04T02:25:56,77.3512049006444
2022-04-04T02:55:56,77.2002447144072
2022-04-04T03:25:56,77.3972874838115
2022-04-04T03:55:56,77.3233964452849
2022-04-04T04:25:56,77.2832728168376
2022-04-04T04:55:56,77.3019442082933
2022-04-04T05:25:56,77.3758352468199
2022-04-04T05:55:56,77.5081240416015
2022-04-04T06:25:56,77.587974034848
2022-04-04T06:55:56,76.0640706811483
2022-04-04T07:25:56,75.8856993031996
2022-04-04T07:55:56,76.0148099887972
2022-04-04T08:25:56,76.1534550019466
2022-04-04T08:55:56,75.916288604095
2022-04-04T09:25:56,76.0517555080605
2022-04-04T09:55:56,76.1073724187794
2022-04-04T10:25:56,76.0517555080605
2022-04-04T10:55:56,75.9440970594545
2022-04-04T11:25:56,76.07956396342
2022-04-04T11:55:56,76.2229761403453
2022-04-04T12:25:56,75.9564122325422
2022-04-04T12:55:56,76.0148099887972
2022-04-04T13:25:56,76.1351808741389
2022-04-04T13:55:56,76.1196875918672
2022-04-04T14:25:56,76.1165094826833
2022-04-04T14:55:56,76.1657701750344
2022-04-04T15:25:56,76.4827865661325
2022-04-04T15:55:56,76.4875537299084
2022-04-04T16:25:56,76.561444768435
2022-04-04T16:55:56,76.6905554540326
2022-04-04T17:25:56,76.8677350410373
2022-04-04T17:55:56,76.7632547016153
2022-04-04T18:25:56,76.7600765924313
2022-04-04T18:55:56,76.7199529639841
2022-04-04T19:25:56,76.618650733746
2022-04-04T19:55:56,76.6615552077292
2022-04-04T20:25:56,76.7692136563352
2022-04-04T20:55:56,76.8987216055808
2022-04-04T21:25:56,76.8061591755985
2022-04-04T21:55:56,76.9201738425724
2022-04-04T22:25:56,76.9539412526517
2022-04-04T22:55:56,76.7847069386069
2022-04-04T23:25:56,76.8554198679496
2022-04-04T23:55:56,76.8891872780289
2022-04-05T00:25:56,77.0155171180906
2022-04-05T00:55:56,77.0278322911784
2022-04-05T01:25:56,77.0802710927134
2022-04-05T01:55:56,76.9877086627311
2022-04-05T02:25:56,77.0556407465378
2022-04-05T02:55:56,77.1625046678479
2022-04-05T03:25:56,77.3599447009002
2022-04-05T03:55:56,77.4815073771859
2022-04-05T04:25:56,77.208984514663
2022-04-05T04:55:56,77.5998919442877
2022-04-05T05:25:56,77.5633436886724
2022-04-05T05:55:56,77.5907548803839
2022-04-05T06:25:56,77.7433041212131
2022-04-05T06:55:56,75.053829224303
2022-04-05T07:25:56,75.1277202628296
2022-04-05T07:55:56,75.2294197567157
2022-04-05T08:25:56,75.1122269805579
2022-04-05T08:55:56,75.0792540977745
2022-04-05T09:25:56,75.1662548366849
2022-04-05T09:55:56,75.2770913944749
2022-04-05T10:25:56,75.3386672599137
2022-04-05T10:55:56,75.2894065675626
2022-04-05T11:25:56,75.3664757152732
2022-04-05T11:55:56,75.5126687377345
2022-04-05T12:25:56,75.5325319201341
2022-04-05T12:55:56,75.8805348757757
2022-04-05T13:25:56,75.6096010678447
2022-04-05T13:55:56,75.6834921063713
2022-04-05T14:25:56,75.7081224525469
2022-04-05T14:55:56,75.6958072794591
2022-04-05T15:25:56,75.702560761475
2022-04-05T15:55:56,75.6219162409325
2022-04-05T16:25:56,74.784484470964
2022-04-05T16:55:56,74.8337451633151
2022-04-05T17:25:56,74.89214291957
2022-04-05T17:55:56,74.8889648103861
2022-04-05T18:25:56,75.9544259143023
2022-04-05T18:55:56,75.159898618317
2022-04-05T19:25:56,74.9537187850089
2022-04-05T19:55:56,74.9199513749295
2022-04-05T20:25:56,74.9354446572012
2022-04-05T20:55:56,75.0061575865439
2022-04-05T21:25:56,75.0860075797904
